Pos,ID,Name,BV,SV,Team,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
D,475,Botman,4.9,4.9,Newcastle,39,1.47,47,1.54,53,2.65,55,2.36,50,3.29,49,0.41,48,2.08,47,2.27,47,1.81,44,1.82,0.00
D,476,Burn,5.0,5.0,Newcastle,72,2.70,65,2.12,64,3.27,65,2.77,61,4.04,58,0.47,55,2.43,55,2.63,58,2.32,57,2.38,0.00
D,477,Livramento,4.9,4.9,Newcastle,0,0.00,36,0.92,69,3.21,71,2.56,67,3.71,65,0.43,66,2.59,64,2.67,64,2.27,64,2.28,0.00
D,478,Trippier,4.9,4.9,Newcastle,83,3.11,50,1.59,25,1.31,23,0.95,25,1.71,27,0.23,25,1.19,29,1.42,27,1.14,27,1.16,0.00
D,479,Krafth,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,480,Lascelles,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,481,A.Murphy,3.8,3.8,Newcastle,2,0.09,2,0.07,1,0.06,2,0.09,2,0.10,1,0.01,1,0.04,1,0.05,1,0.05,2,0.06,0.00
D,482,Ashby,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,483,Pivas,3.8,3.8,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,484,Targett,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,485,Gordon,7.2,7.2,Newcastle,83,4.68,79,3.80,78,5.20,76,4.15,74,7.11,73,0.81,73,4.50,72,4.66,72,4.03,71,3.91,0.03
M,486,Elanga,6.5,6.5,Newcastle,54,2.77,50,2.33,46,2.78,46,2.40,45,4.03,44,0.50,42,2.40,42,2.61,42,2.13,43,2.22,0.00
M,487,Barnes,6.1,6.1,Newcastle,70,3.74,63,2.92,63,3.87,62,3.22,61,5.51,60,0.66,59,3.48,57,3.52,59,3.01,59,3.06,0.00
M,488,Bruno G.,6.8,6.8,Newcastle,0,0.00,0,0.00,0,0.00,39,1.84,78,6.34,81,0.84,81,4.14,82,4.50,82,3.78,82,3.81,0.00
M,489,J.Murphy,5.9,5.9,Newcastle,25,1.34,25,1.23,25,1.51,22,1.28,24,2.28,26,0.33,27,1.59,26,1.63,25,1.34,26,1.43,0.00
M,490,Joelinton,5.9,5.9,Newcastle,71,3.20,64,2.67,59,3.05,54,2.45,46,3.68,48,0.51,47,2.27,49,2.65,49,2.15,48,2.19,0.00
M,491,Tonali,5.3,5.3,Newcastle,92,3.56,85,3.09,78,3.63,65,2.69,51,3.70,50,0.49,49,2.19,50,2.41,51,1.98,51,2.12,0.00
M,492,Antoñito C.,4.9,4.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,493,Longstaff,4.8,4.8,Leeds,14,0.69,18,0.78,20,0.91,22,0.91,23,1.54,25,0.67,25,1.28,25,1.29,28,1.06,26,1.14,0.00
M,494,Willock,5.0,5.0,Newcastle,36,1.75,36,1.57,34,1.80,31,1.53,28,2.40,28,0.32,28,1.50,29,1.67,29,1.35,28,1.41,0.00
M,495,Hayden,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,496,Kuol,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,497,L.Miley,4.4,4.4,Newcastle,0,0.00,23,0.86,50,2.23,45,1.84,37,2.59,38,0.37,38,1.62,39,1.83,37,1.39,37,1.50,0.01
M,498,White,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,499,Isak,10.3,10.3,Liverpool,0,0.00,0,0.00,0,0.00,30,1.95,60,4.96,65,2.15,66,3.54,66,4.79,67,2.78,67,4.10,0.00
F,500,Osula,5.4,5.4,Newcastle,4,0.36,5,0.38,5,0.45,6,0.44,6,0.70,6,0.10,6,0.47,7,0.55,8,0.47,6,0.43,0.00
F,501,Neave,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,502,Sels,4.6,4.6,Nott'm Forest,36,1.09,83,3.20,80,2.78,78,2.79,78,4.51,74,1.75,75,2.30,71,2.49,71,2.20,71,2.60,0.00
G,503,C.Miguel,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,504,Turner,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,505,Milenković,5.1,5.1,Nott'm Forest,93,2.26,90,3.59,87,2.97,85,3.09,85,5.38,83,2.00,81,2.13,81,2.78,81,2.11,80,2.98,0.00
D,506,Murillo,5.2,5.2,Nott'm Forest,91,2.35,87,3.75,85,3.12,83,3.24,79,5.41,78,2.02,79,2.27,79,2.94,78,2.21,78,3.13,0.00
D,507,Aina,4.7,4.7,Nott'm Forest,92,1.87,89,3.56,87,2.82,84,2.96,82,5.35,82,1.91,80,1.90,82,2.76,80,1.89,79,2.94,0.00
D,508,N.Williams,4.7,4.7,Nott'm Forest,92,2.03,88,3.69,85,2.92,85,3.17,84,5.65,80,2.00,80,2.04,78,2.82,80,2.00,80,3.14,0.00
D,509,David Carmo,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,510,Jair Cunha,4.2,4.2,Nott'm Forest,1,0.02,3,0.08,5,0.12,6,0.16,7,0.35,8,0.16,11,0.25,10,0.28,10,0.24,10,0.34,0.00
D,511,Morato,4.3,4.3,Nott'm Forest,9,0.17,15,0.51,18,0.55,22,0.76,25,1.51,27,0.63,27,0.73,27,0.92,28,0.77,30,1.09,0.00
D,512,O.Richards,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,513,Abbott,3.8,3.8,Nott'm Forest,2,0.03,3,0.07,4,0.11,6,0.16,6,0.27,7,0.13,7,0.15,8,0.21,8,0.17,9,0.29,0.00
D,514,Boly,3.8,3.8,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,515,Gibbs-White,7.3,7.3,Nott'm Forest,87,3.56,85,4.84,83,4.34,81,4.35,80,7.25,79,2.44,77,3.36,76,4.21,78,3.50,77,4.72,0.00
M,516,Hudson-Odoi,5.7,5.7,Nott'm Forest,70,2.67,67,3.33,63,2.97,59,2.80,59,4.50,59,1.64,56,2.31,55,2.71,56,2.33,56,2.90,0.00
M,517,Anderson,5.4,5.4,Nott'm Forest,88,3.41,82,3.93,82,3.80,82,3.77,79,5.73,76,2.11,76,3.06,75,3.50,74,3.01,77,3.81,0.38
M,518,Jota,5.4,5.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,519,Dominguez,5.0,5.0,Nott'm Forest,40,1.57,43,2.02,45,2.01,48,2.11,45,3.12,48,1.24,49,1.89,49,2.18,47,1.86,45,2.10,0.00
M,520,O'Brien,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,521,Sangaré,4.9,4.9,Nott'm Forest,80,2.68,78,3.06,74,2.86,73,2.80,73,4.30,69,1.59,70,2.47,71,2.68,70,2.48,69,2.75,0.00
M,522,Yates,4.7,4.7,Nott'm Forest,15,0.60,18,0.80,20,0.87,21,0.92,23,1.46,26,0.67,27,1.03,26,1.05,27,1.03,26,1.12,0.00
M,523,Da Silva Moreira,4.5,4.5,Nott'm Forest,1,0.05,2,0.08,2,0.08,3,0.10,3,0.17,3,0.08,4,0.14,4,0.15,3,0.13,4,0.15,0.00
M,524,Stamenic,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,525,Wood,7.2,7.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,526,Igor Jesus,5.8,5.8,Nott'm Forest,61,2.48,59,3.18,57,2.84,54,2.80,53,4.33,52,1.53,49,2.20,49,2.69,51,2.29,51,2.96,0.00
F,527,Awoniyi,5.2,5.2,Nott'm Forest,6,0.40,6,0.45,7,0.49,8,0.55,8,0.84,10,0.35,10,0.57,10,0.64,9,0.53,11,0.72,0.00
G,528,Patterson,4.2,4.2,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,529,Moore,3.9,3.9,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,530,Nna Noukeu,3.9,3.9,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,531,Ballard,4.6,4.6,Sunderland,93,3.83,86,3.77,78,2.69,75,3.37,73,3.95,72,1.95,71,3.37,72,3.17,71,2.54,73,2.65,0.00
D,532,Hume,4.5,4.5,Sunderland,92,3.49,79,3.22,54,1.64,50,2.12,51,2.51,55,1.39,50,2.24,51,2.02,53,1.74,53,1.72,0.00
D,533,Alese,4.0,4.0,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,534,Anderson,3.8,3.8,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,535,Cirkin,4.0,4.0,Sunderland,0,0.00,0,0.00,8,0.24,12,0.46,14,0.68,15,0.35,14,0.59,17,0.70,17,0.53,16,0.54,0.00
D,536,Hjelde,4.0,4.0,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,537,Huggins,4.0,4.0,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,538,Johnson,3.8,3.8,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,539,O'Nien,4.0,4.0,Sunderland,18,0.60,12,0.41,5,0.15,5,0.18,5,0.24,8,0.18,7,0.28,8,0.29,8,0.23,8,0.26,0.00
D,540,Pembele,3.9,3.9,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,541,Reinildo,3.8,3.8,Sunderland,0,0.00,38,1.50,73,2.26,76,3.13,73,3.54,71,1.77,71,3.16,69,2.69,69,2.27,69,2.25,0.01
D,542,Seelt,4.0,4.0,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,543,Adingra,4.9,4.9,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,544,Diarra,5.3,5.3,Sunderland,76,2.83,70,2.85,67,2.44,68,2.90,67,3.46,66,1.62,66,2.77,65,2.92,63,1.99,64,2.38,0.00
M,545,Roberts,5.4,5.4,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,546,Aleksić,4.9,4.9,Sunderland,3,0.20,2,0.16,2,0.12,2,0.13,2,0.19,2,0.11,2,0.17,3,0.25,2,0.14,3,0.22,0.00
M,547,E.Le Fée,5.0,5.0,Sunderland,86,3.72,83,3.81,80,3.31,78,3.84,76,4.55,76,2.19,74,3.56,74,3.80,77,2.82,74,3.18,0.07
M,548,Mundle,4.9,4.9,Sunderland,0,0.00,0,0.00,9,0.45,21,1.13,20,1.41,22,0.70,23,1.24,22,1.25,23,0.92,21,1.05,0.00
M,549,Neil,4.8,4.8,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,550,Poveda,4.8,4.8,Sunderland,4,0.26,3,0.24,3,0.20,2,0.16,2,0.24,2,0.11,3,0.24,4,0.29,3,0.19,3,0.23,0.00
M,551,Rigg,4.7,4.7,Sunderland,9,0.47,9,0.47,8,0.43,6,0.40,7,0.56,8,0.27,8,0.45,9,0.55,9,0.36,9,0.46,0.00
M,552,Sadiki,4.9,4.9,Sunderland,83,2.57,80,2.51,77,2.24,75,2.43,73,3.03,71,1.38,69,2.27,71,2.51,71,1.81,70,2.09,0.00
M,553,Talbi,4.9,4.9,Sunderland,41,1.76,38,1.75,32,1.38,28,1.40,28,1.77,28,0.79,31,1.47,29,1.52,30,1.10,29,1.28,0.00
M,554,Ba,4.3,4.3,Sunderland,2,0.16,2,0.17,2,0.16,2,0.15,2,0.20,2,0.10,2,0.17,2,0.21,3,0.18,2,0.16,0.00
M,555,Browne,4.5,4.5,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,556,Ekwah,4.5,4.5,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,557,H.Jones,4.3,4.3,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,558,Matete,4.3,4.3,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,559,Triantis,4.4,4.4,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,560,Isidor,5.1,5.1,Sunderland,30,1.47,25,1.37,15,0.82,15,0.90,17,1.29,19,0.65,21,1.22,18,1.17,18,0.81,20,1.06,0.00
F,561,Mayenda,5.2,5.2,Sunderland,78,3.11,51,2.48,31,1.48,27,1.53,27,1.86,28,0.88,28,1.50,28,1.65,30,1.17,30,1.45,0.00
F,562,Abdullahi,4.2,4.2,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,563,Luís Hemir,4.4,4.4,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,564,Rusyn,4.4,4.4,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,565,Vicario,4.7,4.7,Spurs,94,3.48,93,2.81,92,3.41,92,3.47,91,3.52,90,3.24,92,2.95,91,4.06,92,2.10,91,3.50,0.00
G,566,Austin,3.9,3.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,567,Kinsky,3.9,3.9,Spurs,1,0.05,2,0.06,3,0.13,3,0.10,4,0.15,5,0.18,2,0.08,3,0.16,3,0.08,4,0.15,0.00
D,568,Pedro Porro,5.1,5.1,Spurs,90,4.08,86,2.19,83,3.80,79,3.51,78,3.58,75,3.41,74,2.38,73,3.88,73,1.49,72,3.56,0.01
D,569,Romero,5.0,5.0,Spurs,0,0.00,88,2.24,86,3.46,78,3.21,69,2.87,67,2.85,75,2.32,81,3.97,82,1.63,81,3.59,0.00
D,570,Danso,4.2,4.2,Spurs,86,3.75,39,1.03,41,1.62,46,1.94,49,2.14,47,2.01,45,1.44,41,2.06,41,0.88,42,1.93,0.00
D,571,Davies,4.3,4.3,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,572,Dragusin,4.5,4.5,Spurs,37,1.36,9,0.18,11,0.34,14,0.47,20,0.73,18,0.64,18,0.52,16,0.65,15,0.27,15,0.54,0.00
D,573,Spence,4.2,4.2,Spurs,88,3.27,76,1.63,66,2.58,63,2.34,63,2.46,59,2.24,58,1.62,61,2.79,59,1.06,61,2.58,0.00
D,574,Udogie,4.3,4.3,Spurs,0,0.00,17,0.45,36,1.48,43,1.70,41,1.73,44,1.74,44,1.31,44,2.13,44,0.82,41,1.77,0.00
D,575,Van de Ven,4.5,4.5,Spurs,93,3.42,90,2.04,88,3.32,86,3.21,83,3.18,84,3.13,83,2.27,84,3.65,82,1.49,83,3.34,0.00
D,576,Phillips,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,577,Takai,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,578,Vuskovic,3.9,3.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,579,Son,8.5,8.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,580,Johnson,6.5,6.5,Crystal Palace,27,1.60,29,1.79,31,0.14,32,1.92,30,3.11,32,0.79,32,1.89,31,2.50,30,1.39,32,1.47,0.00
M,581,Maddison,6.8,6.8,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,582,Kudus,6.4,6.4,Spurs,0,0.00,0,0.00,0,0.00,30,1.60,57,3.40,64,3.35,63,3.00,62,4.23,63,2.10,62,3.48,0.00
M,583,Kulusevski,6.4,6.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,584,Tel,6.2,6.2,Spurs,32,1.80,28,1.35,30,1.67,25,1.33,21,1.36,22,1.24,23,1.18,24,1.69,24,0.93,23,1.38,0.00
M,585,Bentancur,5.2,5.2,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,586,Bergvall,5.2,5.2,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,587,Bissouma,5.2,5.2,Spurs,37,1.46,38,1.34,39,1.51,39,1.50,41,1.66,37,1.38,40,1.41,40,1.90,42,1.13,41,1.60,0.00
M,588,Odobert,5.3,5.3,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,589,Solomon,5.4,5.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,590,Bryan,4.9,4.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,591,Gray,4.8,4.8,Spurs,30,1.12,29,1.02,32,1.21,30,1.12,35,1.39,37,1.27,37,1.25,35,1.59,35,0.91,36,1.36,0.00
M,592,Moore,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,593,P.M.Sarr,4.5,4.5,Spurs,61,2.59,58,2.07,58,2.53,56,2.33,53,2.40,57,2.27,53,2.04,54,2.82,51,1.43,53,2.32,0.00
M,594,Min-hyeok,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,595,Olusesi,4.3,4.3,Spurs,1,0.08,0,0.00,1,0.10,0,0.00,0,0.01,0,0.00,1,0.09,1,0.11,1,0.07,0,0.00,0.00
F,596,Solanke,7.2,7.2,Spurs,65,3.57,60,2.72,60,3.35,58,2.91,54,3.22,50,2.71,52,2.49,51,3.42,50,1.76,52,2.93,0.00
F,597,Richarlison,6.3,6.3,Spurs,54,2.78,67,2.74,63,3.19,57,2.78,50,2.81,51,2.49,51,2.25,50,3.19,52,1.68,50,2.69,0.00
F,598,Lankshear,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,599,Scarlett,4.3,4.3,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,600,Areola,4.3,4.3,West Ham,0,0.00,2,0.07,3,0.11,5,0.19,4,0.19,6,0.21,8,0.25,8,0.29,7,0.20,7,0.28,0.00
G,601,Foderingham,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,602,Hegyi,3.9,3.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,603,Diouf,4.0,4.0,West Ham,89,2.97,86,2.23,82,2.35,80,3.84,80,3.31,78,2.68,76,2.27,76,2.34,77,1.76,76,3.08,0.00
D,604,Emerson,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,605,Kilman,4.1,4.1,West Ham,8,0.25,9,0.23,12,0.38,14,0.63,14,0.60,18,0.62,19,0.63,19,0.67,20,0.49,19,0.75,0.00
D,606,Mavropanos,4.4,4.4,West Ham,69,2.72,67,2.11,63,2.18,62,3.15,60,2.88,59,2.24,57,2.05,57,2.20,59,1.67,60,2.66,0.00
D,607,N.Aguerd,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,608,Scarles,4.3,4.3,West Ham,10,0.41,14,0.47,17,0.63,19,0.97,21,1.05,23,0.91,26,0.98,25,1.04,25,0.77,25,1.20,0.00
D,609,Todibo,4.3,4.3,West Ham,47,1.72,47,1.37,49,1.57,50,2.36,50,2.22,50,1.79,51,1.65,51,1.80,51,1.29,49,2.00,0.00
D,610,Wan-Bissaka,4.1,4.1,West Ham,91,3.14,89,2.42,85,2.58,85,4.12,81,3.45,82,2.88,80,2.50,80,2.62,80,1.91,79,3.23,0.00
D,611,Casey,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,612,L.Paquetá,5.9,5.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,613,Souček,5.7,5.7,West Ham,85,3.42,81,3.10,80,3.06,77,4.03,78,3.89,77,2.95,76,3.05,76,3.17,74,2.48,75,3.39,0.00
M,614,Ward-Prowse,5.6,5.6,Burnley,51,2.14,49,2.31,46,1.93,55,2.43,50,2.50,52,1.19,50,2.07,52,3.32,53,1.07,59,2.92,0.00
M,615,Summerville,5.7,5.7,West Ham,85,3.67,82,3.38,80,3.33,80,4.52,78,4.13,78,3.15,76,3.25,76,3.42,78,2.75,75,3.75,0.00
M,616,Álvarez,4.9,4.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,617,Cornet,4.9,4.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,618,G.Rodriguez,4.8,4.8,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,619,L.Guilherme,4.9,4.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,620,Earthy,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,621,Irving,4.3,4.3,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,622,Orford,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,623,Potts,4.4,4.4,West Ham,0,0.00,55,1.81,55,1.81,53,2.08,56,2.34,55,1.72,54,1.85,54,2.00,54,1.53,52,1.94,0.01
F,624,Bowen,7.5,7.5,West Ham,93,4.45,90,4.12,88,4.03,86,5.42,84,4.89,82,3.83,84,3.90,82,3.99,83,3.29,83,4.56,0.03
F,625,Füllkrug,5.6,5.6,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,626,Marshall,4.3,4.3,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.02
G,627,Johnstone,4.4,4.4,Wolves,0,0.00,1,0.04,0,0.00,3,0.08,4,0.12,4,0.12,4,0.16,5,0.20,6,0.17,4,0.15,0.00
G,628,José Sá,4.2,4.2,Wolves,94,2.75,94,2.80,0,0.00,92,2.95,91,3.11,91,2.83,91,3.48,89,3.20,89,2.64,90,3.34,0.05
G,629,Bentley,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,630,King,3.9,3.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,631,Agbadou,4.2,4.2,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,632,Doherty,4.4,4.4,Wolves,12,0.40,15,0.51,0,0.00,19,0.66,20,0.78,21,0.76,23,0.99,24,0.94,23,0.77,24,1.02,0.00
