Pos,ID,Name,BV,SV,Team,31_xMins,32_xMins,33_xMins,34_xMins,35_xMins,36_xMins,37_xMins,38_xMins,31_Pts,32_Pts,33_Pts,34_Pts,35_Pts,36_Pts,37_Pts,38_Pts
D,441,Dorgu,4.1,4.1,Man Utd,0.00,56.70,56.70,56.70,56.70,56.70,56.70,56.70,0.00,2.90,2.06,2.72,2.29,2.81,2.94,2.34
D,442,Maguire,4.4,4.4,Man Utd,83.25,72.90,72.90,72.90,72.90,72.90,72.90,72.90,3.46,3.56,2.44,3.37,2.77,3.47,3.46,2.91
D,443,Shaw,4.5,4.5,Man Utd,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,2.79,3.37,2.20,3.15,2.53,3.35,3.35,2.66
D,444,Yoro,4.1,4.1,Man Utd,82.95,12.45,12.45,12.45,12.45,12.45,12.45,12.45,3.24,0.51,0.44,0.50,0.46,0.52,0.51,0.47
D,446,Fredricson,3.7,3.7,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,447,Heaven,3.7,3.7,Man Utd,7.05,6.90,6.90,6.90,6.90,6.90,6.90,6.90,0.31,0.33,0.26,0.31,0.28,0.32,0.32,0.28
D,448,Malacia,3.8,3.8,Man Utd,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,449,B.Fernandes,10.2,10.2,Man Utd,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,5.82,6.11,5.11,6.22,5.58,5.85,6.19,5.48
M,450,Cunha,8.0,8.0,Man Utd,80.10,48.60,48.60,48.60,48.60,48.60,48.60,48.60,4.55,3.09,2.61,3.13,2.81,2.94,3.14,2.73
M,452,Amad,6.2,6.2,Man Utd,52.05,55.50,55.50,55.50,55.50,55.50,55.50,55.50,2.74,3.14,2.68,3.11,2.87,2.97,3.13,2.80
M,453,Garnacho,6.4,6.4,Chelsea,29.40,29.40,58.80,0.00,29.40,29.40,29.40,29.40,1.57,1.51,3.11,0.00,1.69,1.44,1.79,1.63
M,455,Mount,5.9,5.9,Man Utd,9.60,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.48,0.39,0.35,0.39,0.37,0.37,0.37,0.36
M,456,Sancho,5.8,5.8,Aston Villa,38.40,38.40,38.40,38.40,38.40,38.40,38.40,38.40,1.91,1.71,1.93,1.74,1.92,1.93,1.71,1.53
M,457,Casemiro,5.7,5.7,Man Utd,83.25,81.60,81.60,81.60,81.60,81.60,81.60,81.60,4.17,4.03,3.71,4.06,3.87,4.01,4.28,3.84
M,458,Mainoo,4.6,4.6,Man Utd,81.75,78.60,78.60,78.60,78.60,78.60,78.60,78.60,3.36,3.21,2.93,3.20,3.07,3.18,3.34,3.05
M,459,Ugarte,4.7,4.7,Man Utd,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,0.71,0.71,0.67,0.72,0.72,0.71,0.75,0.70
M,461,Fitzgerald,4.3,4.3,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,462,J.Fletcher,4.3,4.3,Man Utd,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.05,0.06,0.06,0.05,0.06,0.06,0.05
F,466,Zirkzee,5.8,5.8,Man Utd,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.17,0.18,0.17,0.18,0.16,0.17,0.17,0.16
F,467,Obi,4.2,4.2,Man Utd,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.03
G,469,Pope,5.1,5.1,Newcastle,27.00,27.00,54.00,0.00,27.00,27.00,27.00,27.00,1.08,0.92,1.65,0.00,0.93,0.93,0.96,0.87
G,470,Dúbravka,4.0,4.0,Burnley,89.10,89.10,178.20,0.00,89.10,89.10,89.10,89.10,2.74,3.02,5.58,0.00,2.85,2.99,2.34,3.51
G,471,Gillespie,3.9,3.9,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,473,Hall,5.3,5.3,Newcastle,79.50,76.80,153.60,0.00,76.80,76.80,76.80,76.80,4.50,3.76,6.48,0.00,3.73,3.51,4.00,3.45
D,474,Schär,5.2,5.2,Newcastle,0.00,16.80,33.60,0.00,16.80,16.80,16.80,16.80,0.00,0.75,1.38,0.00,0.73,0.71,0.74,0.71
D,475,Botman,4.9,4.9,Newcastle,27.00,23.25,46.50,0.00,23.25,23.25,23.25,23.25,1.35,1.06,1.96,0.00,1.04,1.01,1.08,1.00
D,476,Burn,5.0,5.0,Newcastle,84.45,82.05,164.10,0.00,82.05,82.05,82.05,82.05,4.12,3.59,6.31,0.00,3.46,3.32,3.63,3.24
D,477,Livramento,4.9,4.9,Newcastle,71.70,78.45,156.90,0.00,78.45,78.45,78.45,78.45,3.50,3.06,5.35,0.00,3.23,3.05,3.45,2.94
D,478,Trippier,4.9,4.9,Newcastle,29.85,20.70,41.40,0.00,20.70,20.70,20.70,20.70,1.56,0.88,1.62,0.00,0.92,0.86,0.96,0.85
D,479,Krafth,4.3,4.3,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,481,A.Murphy,3.8,3.8,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,483,Pivas,3.8,3.8,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,485,Gordon,7.3,7.3,Newcastle,76.05,76.05,152.10,0.00,76.05,76.05,76.05,76.05,5.08,4.45,8.29,0.00,4.52,4.01,4.85,4.08
M,486,Elanga,6.5,6.5,Newcastle,25.05,25.05,50.10,0.00,25.05,25.05,25.05,25.05,1.36,1.25,2.39,0.00,1.33,1.22,1.42,1.23
M,487,Barnes,6.1,6.1,Newcastle,68.40,68.40,136.80,0.00,68.40,68.40,68.40,68.40,4.06,3.73,6.98,0.00,3.96,3.64,4.37,3.72
M,488,Bruno G.,6.8,6.8,Newcastle,0.00,83.25,166.50,0.00,83.25,83.25,83.25,83.25,0.00,3.90,7.36,0.00,4.03,3.89,4.25,3.76
M,489,J.Murphy,5.9,5.9,Newcastle,28.35,28.35,56.70,0.00,28.35,28.35,28.35,28.35,1.55,1.47,2.80,0.00,1.59,1.42,1.66,1.48
M,490,Joelinton,5.9,5.9,Newcastle,78.15,37.80,75.60,0.00,37.80,37.80,37.80,37.80,3.44,1.60,3.10,0.00,1.64,1.63,1.70,1.57
M,491,Tonali,5.3,5.3,Newcastle,35.70,78.45,156.90,0.00,78.45,78.45,78.45,78.45,1.53,3.08,5.90,0.00,3.18,3.13,3.30,3.05
M,493,Longstaff,4.8,4.8,Leeds United,22.05,22.05,22.05,22.05,22.05,22.05,32.55,22.05,1.07,0.95,1.14,1.04,1.14,1.07,1.51,1.03
M,494,Willock,5.0,5.0,Newcastle,66.90,15.45,30.90,0.00,15.45,15.45,15.45,15.45,3.16,0.71,1.35,0.00,0.74,0.71,0.77,0.70
M,497,L.Miley,4.4,4.4,Newcastle,20.55,44.25,88.50,0.00,44.25,44.25,44.25,44.25,0.92,1.87,3.65,0.00,1.94,1.93,2.04,1.87
F,499,Isak,10.3,10.3,Liverpool,0.00,40.35,40.35,40.35,40.35,40.35,40.35,40.35,0.00,2.71,2.10,2.50,2.09,2.35,2.16,2.51
F,500,Osula,5.4,5.4,Newcastle,25.05,20.25,40.50,0.00,20.25,20.25,20.25,20.25,1.29,0.98,1.87,0.00,1.04,0.96,1.12,1.00
F,501,Neave,4.3,4.3,Newcastle,0.30,0.30,0.60,0.00,0.30,0.30,0.30,0.30,0.02,0.02,0.03,0.00,0.02,0.02,0.02,0.02
G,502,Sels,4.6,4.6,Nott'm Forest,89.10,54.00,54.00,54.00,54.00,54.00,54.00,54.00,3.06,1.91,2.30,2.12,1.53,1.85,1.58,1.94
D,505,Milenković,5.1,5.1,Nott'm Forest,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,3.39,3.44,4.37,3.79,2.59,3.31,2.79,3.61
D,506,Murillo,5.2,5.2,Nott'm Forest,82.05,82.05,82.05,82.05,82.05,82.05,82.05,82.05,3.56,3.56,4.45,3.91,2.72,3.45,2.96,3.75
D,507,Aina,4.7,4.7,Nott'm Forest,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,3.15,3.23,4.18,3.57,2.39,3.13,2.55,3.36
D,508,N.Williams,4.7,4.7,Nott'm Forest,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,3.44,3.60,4.72,3.90,2.54,3.41,2.73,3.70
D,510,Jair Cunha,4.2,4.2,Nott'm Forest,8.40,8.40,8.40,8.40,8.40,8.40,8.40,8.40,0.35,0.35,0.41,0.36,0.32,0.34,0.31,0.36
D,511,Morato,4.3,4.3,Nott'm Forest,9.60,9.60,9.60,9.60,9.60,9.60,9.60,9.60,0.47,0.47,0.53,0.49,0.39,0.46,0.41,0.49
D,513,Abbott,3.8,3.8,Nott'm Forest,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.06
D,514,Boly,3.8,3.8,Nott'm Forest,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,515,Gibbs-White,7.4,7.4,Nott'm Forest,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,4.11,4.39,5.18,4.17,3.64,4.32,3.66,4.60
M,516,Hudson-Odoi,5.7,5.7,Nott'm Forest,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,3.29,3.44,3.98,3.35,2.96,3.37,2.94,3.55
M,517,Anderson,5.5,5.5,Nott'm Forest,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,4.61,4.61,4.93,4.37,4.10,4.57,4.25,4.76
M,519,Dominguez,5.0,5.0,Nott'm Forest,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,1.49,1.55,1.72,1.47,1.37,1.54,1.38,1.58
M,521,Sangaré,4.9,4.9,Nott'm Forest,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,3.04,3.00,3.16,2.87,2.71,3.04,2.85,3.10
M,522,Yates,4.7,4.7,Nott'm Forest,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,0.30,0.31,0.31,0.33,0.28,0.31,0.29,0.31
M,523,Da Silva Moreira,4.5,4.5,Nott'm Forest,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.03
F,525,Wood,7.1,7.1,Nott'm Forest,0.00,37.95,37.95,37.95,37.95,37.95,37.95,37.95,0.00,2.07,2.42,1.94,1.81,2.06,1.77,2.14
F,526,Igor Jesus,5.8,5.8,Nott'm Forest,73.80,48.00,48.00,48.00,48.00,48.00,48.00,48.00,3.46,2.36,2.67,2.24,2.05,2.33,2.09,2.46
F,527,Awoniyi,5.2,5.2,Nott'm Forest,9.45,3.75,3.75,3.75,3.75,3.75,3.75,3.75,0.46,0.20,0.22,0.18,0.16,0.19,0.16,0.20
G,529,Moore,3.9,3.9,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,531,Ballard,4.7,4.7,Sunderland,40.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,1.91,4.46,3.93,4.44,4.62,3.85,4.55,3.64
D,532,Hume,4.5,4.5,Sunderland,79.20,31.50,31.50,31.50,31.50,31.50,31.50,31.50,2.48,1.32,1.12,1.35,1.36,1.13,1.28,1.11
D,535,Cirkin,4.0,4.0,Sunderland,17.70,6.90,6.90,6.90,6.90,6.90,6.90,6.90,0.65,0.28,0.25,0.27,0.29,0.26,0.25,0.24
D,539,O'Nien,4.0,4.0,Sunderland,53.70,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.60,0.05,0.05,0.05,0.05,0.05,0.05,0.05
D,541,Reinildo,3.8,3.8,Sunderland,39.15,81.60,81.60,81.60,81.60,81.60,81.60,81.60,1.25,2.99,2.52,3.11,3.17,2.47,3.10,2.35
M,544,Diarra,5.3,5.3,Sunderland,74.85,73.50,73.50,73.50,73.50,73.50,73.50,73.50,2.86,3.30,2.77,3.15,3.21,2.90,2.80,2.92
M,546,Aleksić,4.9,4.9,Sunderland,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
M,547,E.Le Fée,5.0,5.0,Sunderland,79.80,79.80,79.80,79.80,79.80,79.80,79.80,79.80,3.39,3.79,3.32,3.60,3.64,3.38,3.32,3.30
M,548,Mundle,4.9,4.9,Sunderland,0.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,0.00,0.66,0.60,0.63,0.65,0.60,0.58,0.62
M,550,Poveda,4.7,4.7,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,551,Rigg,4.7,4.7,Sunderland,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.48,0.54,0.48,0.52,0.55,0.51,0.49,0.50
M,552,Sadiki,4.9,4.9,Sunderland,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,2.59,2.79,2.57,2.73,2.73,2.58,2.61,2.52
M,553,Talbi,4.9,4.9,Sunderland,44.55,30.90,30.90,30.90,30.90,30.90,30.90,30.90,1.90,1.50,1.31,1.45,1.45,1.34,1.31,1.36
M,554,Ba,4.3,4.3,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,557,H.Jones,4.3,4.3,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,560,Isidor,5.1,5.1,Sunderland,15.45,15.45,15.45,15.45,15.45,15.45,15.45,15.45,0.78,0.83,0.74,0.82,0.82,0.75,0.76,0.75
F,561,Mayenda,5.2,5.2,Sunderland,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,0.33,0.35,0.33,0.34,0.33,0.32,0.32,0.33
F,562,Abdullahi,4.2,4.2,Sunderland,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
G,565,Vicario,4.7,4.7,Spurs,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.50,3.44,3.19,3.40,2.90,3.28,2.39,3.54
G,566,Austin,3.9,3.9,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,567,Kinsky,3.9,3.9,Spurs,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
D,568,Pedro Porro,5.1,5.1,Spurs,82.50,82.50,82.50,82.50,82.50,82.50,82.50,82.50,3.94,3.80,3.52,3.90,3.03,3.90,2.45,4.03
D,569,Romero,5.0,5.0,Spurs,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,3.78,3.86,3.53,3.96,3.19,4.01,2.58,4.20
D,570,Danso,4.2,4.2,Spurs,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,0.44,0.46,0.42,0.47,0.41,0.48,0.38,0.48
D,571,Davies,4.3,4.3,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,572,Dragusin,4.5,4.5,Spurs,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,0.19,0.17,0.17,0.18,0.17,0.17,0.17,0.18
D,573,Spence,4.2,4.2,Spurs,67.50,67.50,67.50,67.50,67.50,67.50,67.50,67.50,2.71,2.64,2.44,2.74,2.09,2.71,1.69,2.81
D,574,Udogie,4.3,4.3,Spurs,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,1.40,1.35,1.26,1.37,1.10,1.37,0.94,1.41
D,575,Van de Ven,4.4,4.4,Spurs,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,3.41,3.39,3.13,3.48,2.70,3.52,2.17,3.71
M,580,Johnson,6.5,6.5,Crystal Palace,0.00,30.30,30.30,30.30,30.30,60.60,30.30,30.30,0.00,1.41,1.48,1.22,1.36,2.65,1.32,1.16
M,581,Maddison,6.8,6.8,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,582,Kudus,6.4,6.4,Spurs,0.00,83.55,83.55,83.55,83.55,83.55,83.55,83.55,0.00,4.02,4.01,4.22,3.71,4.13,3.50,4.07
M,583,Kulusevski,6.4,6.4,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,584,Tel,6.2,6.2,Spurs,59.55,20.85,20.85,20.85,20.85,20.85,20.85,20.85,3.10,1.07,1.09,1.12,1.00,1.10,0.97,1.07
M,585,Bentancur,5.2,5.2,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,586,Bergvall,5.2,5.2,Spurs,0.00,41.70,41.70,41.70,41.70,41.70,41.70,41.70,0.00,1.46,1.43,1.49,1.41,1.47,1.34,1.49
M,587,Bissouma,5.2,5.2,Spurs,0.00,11.70,11.70,11.70,11.70,11.70,11.70,11.70,0.00,0.43,0.42,0.44,0.44,0.42,0.41,0.45
M,588,Odobert,5.3,5.3,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,591,Gray,4.8,4.8,Spurs,70.80,36.30,36.30,36.30,36.30,36.30,36.30,36.30,2.54,1.25,1.24,1.29,1.24,1.26,1.15,1.30
M,593,P.M.Sarr,4.5,4.5,Spurs,61.35,43.20,43.20,43.20,43.20,43.20,43.20,43.20,3.09,2.05,2.01,2.14,2.03,2.04,1.89,2.07
M,595,Olusesi,4.3,4.3,Spurs,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,596,Solanke,7.2,7.2,Spurs,67.50,45.45,45.45,45.45,45.45,45.45,45.45,45.45,3.60,2.41,2.46,2.54,2.17,2.45,2.13,2.36
F,597,Richarlison,6.3,6.3,Spurs,61.50,43.20,43.20,43.20,43.20,43.20,43.20,43.20,2.90,2.17,2.21,2.29,2.04,2.27,1.97,2.16
G,600,Areola,4.3,4.3,West Ham,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.06,0.07,0.07,0.07,0.06,0.05,0.05,0.07
D,603,Diouf,4.0,4.0,West Ham,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,2.98,3.93,2.99,3.67,2.70,2.38,2.58,3.37
D,605,Kilman,4.1,4.1,West Ham,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.11,0.12,0.11,0.11,0.11,0.10,0.11,0.11
D,606,Mavropanos,4.4,4.4,West Ham,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,3.32,3.99,3.60,3.99,3.33,2.95,3.01,3.83
D,608,Scarles,4.3,4.3,West Ham,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,0.44,0.51,0.46,0.49,0.44,0.39,0.40,0.48
D,609,Todibo,4.3,4.3,West Ham,38.55,38.55,38.55,38.55,38.55,38.55,38.55,38.55,1.38,1.64,1.49,1.65,1.39,1.23,1.25,1.59
D,610,Wan-Bissaka,4.1,4.1,West Ham,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,3.29,4.22,3.28,3.95,2.95,2.59,2.86,3.64
M,613,Souček,5.7,5.7,West Ham,77.10,77.10,77.10,77.10,77.10,77.10,77.10,77.10,3.29,3.72,3.18,3.44,3.17,2.78,3.22,3.36
M,614,Ward-Prowse,5.6,5.6,Burnley,25.20,25.20,50.40,0.00,25.20,25.20,25.20,25.20,1.01,1.06,1.99,0.00,1.00,1.06,0.87,1.15
M,615,Summerville,5.6,5.6,West Ham,54.45,82.50,82.50,82.50,82.50,82.50,82.50,82.50,2.49,4.56,3.71,3.95,3.63,3.09,3.70,4.05
M,623,Potts,4.4,4.4,West Ham,35.25,28.50,28.50,28.50,28.50,28.50,28.50,28.50,1.30,1.14,1.04,1.06,1.02,0.94,1.04,1.07
F,624,Bowen,7.5,7.5,West Ham,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,4.11,5.23,4.16,4.33,4.09,3.39,4.05,4.53
G,627,Johnstone,4.4,4.4,Wolves,0.00,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03
G,628,José Sá,4.2,4.2,Wolves,0.00,89.10,89.10,89.10,89.10,89.10,89.10,89.10,0.00,2.67,2.93,3.09,3.64,2.88,3.08,3.45
G,629,Bentley,3.9,3.9,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,630,King,3.9,3.9,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,632,Doherty,4.4,4.4,Wolves,0.00,8.40,8.40,8.40,8.40,8.40,8.40,8.40,0.00,0.34,0.34,0.36,0.38,0.32,0.36,0.38
D,633,H.Bueno,4.3,4.3,Wolves,0.00,81.60,81.60,81.60,81.60,81.60,81.60,81.60,0.00,2.84,2.99,3.35,3.75,2.56,3.20,3.59
D,634,Mosquera,4.3,4.3,Wolves,0.00,79.20,79.20,79.20,79.20,79.20,79.20,79.20,0.00,2.69,3.01,3.17,3.46,2.53,2.94,3.41
D,635,R.Gomes,4.4,4.4,Wolves,0.00,13.65,13.65,13.65,13.65,13.65,13.65,13.65,0.00,0.58,0.57,0.65,0.70,0.54,0.63,0.68
D,636,S.Bueno,4.4,4.4,Wolves,0.00,84.75,84.75,84.75,84.75,84.75,84.75,84.75,0.00,3.07,3.30,3.61,4.02,2.87,3.47,3.89
D,637,Toti,4.2,4.2,Wolves,0.00,23.25,23.25,23.25,23.25,23.25,23.25,23.25,0.00,0.82,0.86,0.89,0.93,0.75,0.87,0.92
D,640,Pedro Lima,4.0,4.0,Wolves,0.00,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.06,0.06,0.06,0.06,0.06,0.06,0.06
M,642,Hee Chan,5.6,5.6,Wolves,0.00,62.25,62.25,62.25,62.25,62.25,62.25,62.25,0.00,2.91,2.77,3.19,3.17,2.71,3.11,3.19
M,643,André,5.2,5.2,Wolves,0.00,67.20,67.20,67.20,67.20,67.20,67.20,67.20,0.00,2.48,2.47,2.73,2.56,2.49,2.50,2.71
M,644,Bellegarde,5.1,5.1,Wolves,0.00,29.25,29.25,29.25,29.25,29.25,29.25,29.25,0.00,1.23,1.18,1.30,1.32,1.16,1.27,1.28
M,646,J.Gomes,5.3,5.3,Wolves,0.00,78.45,78.45,78.45,78.45,78.45,78.45,78.45,0.00,3.22,3.14,3.51,3.34,3.14,3.24,3.52
M,651,Edozie,4.3,4.3,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,652,Gonzalez,4.3,4.3,Wolves,0.00,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.03,0.02,0.03,0.03,0.03,0.03,0.03
F,654,Strand Larsen,6.1,6.1,Crystal Palace,0.00,69.00,69.00,69.00,69.00,138.00,69.00,69.00,0.00,3.37,3.48,2.78,3.11,5.95,3.03,2.51
F,657,Chiwome,4.4,4.4,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,658,Fraser,4.2,4.2,Wolves,0.00,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.02,0.01,0.01,0.02,0.01,0.02,0.02
D,659,Walker-Peters,4.2,4.2,West Ham,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.80,0.33,0.40,0.34,0.37,0.34,0.29,0.31,0.36
M,660,Stach,4.7,4.7,Leeds United,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,4.46,3.90,4.78,4.29,4.92,4.35,4.18,4.15
F,661,Ekitiké,9.2,9.2,Liverpool,78.30,64.35,64.35,64.35,64.35,64.35,64.35,64.35,4.32,3.92,3.19,3.69,3.13,3.47,3.24,3.64
D,662,Mosquera,5.3,5.3,Arsenal,0.00,11.55,23.10,0.00,11.55,11.55,11.55,11.55,0.00,0.50,0.95,0.00,0.52,0.51,0.56,0.52
G,664,Lecomte,3.9,3.9,Fulham,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.02,0.03,0.03,0.03,0.03,0.03,0.03
G,665,Perri,4.4,4.4,Leeds United,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.06,0.05,0.07,0.05,0.07,0.06,0.06,0.06
F,666,Gyökeres,8.8,8.8,Arsenal,0.00,69.75,139.50,0.00,69.75,69.75,69.75,69.75,0.00,4.05,6.93,0.00,3.91,3.69,4.46,3.49
D,667,Aznou,4.2,4.2,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,668,Xhaka,5.1,5.1,Sunderland,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,3.34,3.56,3.29,3.46,3.48,3.30,3.31,3.15
M,669,Ndoye,5.5,5.5,Nott'm Forest,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,0.60,0.63,0.69,0.59,0.57,0.62,0.57,0.64
G,670,Roefs,4.8,4.8,Sunderland,45.00,89.10,89.10,89.10,89.10,89.10,89.10,89.10,1.50,3.21,3.12,3.63,3.64,2.96,3.46,2.88
F,671,Wilson,5.8,5.8,West Ham,25.50,18.75,18.75,18.75,18.75,18.75,18.75,18.75,1.18,1.05,0.88,0.94,0.89,0.76,0.93,0.97
D,672,Hato,4.6,4.6,Chelsea,44.70,44.70,89.40,0.00,10.50,10.50,10.50,10.50,1.90,1.45,3.32,0.00,0.43,0.35,0.44,0.43
M,673,J.Palhinha,5.5,5.5,Spurs,59.10,63.60,63.60,63.60,63.60,63.60,63.60,63.60,2.45,2.51,2.48,2.63,2.56,2.48,2.34,2.62
G,674,Ramsdale,4.8,4.8,Newcastle,63.00,63.00,126.00,0.00,63.00,63.00,63.00,63.00,2.61,2.24,4.04,0.00,2.26,2.27,2.24,2.11
G,675,Gunn,4.0,4.0,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,676,Ugochukwu,5.0,5.0,Burnley,80.40,80.40,160.80,0.00,80.40,80.40,80.40,80.40,2.75,2.89,5.55,0.00,2.75,2.92,2.36,3.18
M,677,Guessand,6.2,6.2,Crystal Palace,0.00,40.50,40.50,40.50,40.50,81.00,40.50,40.50,0.00,2.11,2.20,1.76,2.01,3.86,1.94,1.67
